# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.875281195179937355e-02 4.155773412180862603e-01 5.157467522601673305e-04 2.716115575516595167e-03 2.565005044205549700e-02 1.398666657066763861e-03 1.638652625649946071e+00 4.337536141053346256e-02 3.571746195149275854e-02 5.739395269655094001e-02 5.788622025090984363e-02 3.476343379714968984e-02 3.841061313666237487e-01 7.564790540828936595e-04 3.984733747397175251e-03 3.653398487976761838e-02 2.051872645905643798e-03 1.638652625649946071e+00 4.337536141053346256e-02 3.571746195149275854e-02 5.739395269655094001e-02 5.788622025090984363e-02
5.000000000000000000e+01 4.814584621470975519e-05 3.954531168000967583e-04 1.826950163674628304e-04 1.261795655291578992e-04 1.294815456253436557e-04 1.664369974213410195e-05 2.772547443502072495e-01 3.149774117182738977e-05 4.239710311272403085e-04 2.821788297280721225e-01 7.848470454983624719e-06 6.773831623669313040e-05 3.612439347796872740e-04 2.381762950967338238e-04 1.776609579144350598e-04 1.214066327536751899e-04 2.161433893291653970e-05 2.772547443502072495e-01 3.149774117182738977e-05 4.239710311272403085e-04 2.821788297280721225e-01 7.848470454983624719e-06
1.000000000000000000e+02 1.971169529406117081e-03 2.797621537545920672e-03 2.074496751549921472e-04 5.639504079256005449e-04 9.076563620027108326e-05 9.718369985283395050e-05 2.124449523097265147e-01 2.575279643804150725e-02 2.054567934259718745e-02 1.834845790362851226e-01 3.208568971920779719e-03 2.407358886630024675e-03 3.440887134217669209e-03 3.016412450002302890e-04 7.782691319927774378e-04 1.273418806803164327e-04 1.339442628456099051e-04 2.124449523097265147e-01 2.575279643804150725e-02 2.054567934259718745e-02 1.834845790362851226e-01 3.208568971920779719e-03
1.500000000000000000e+02 2.154557460875441196e-03 1.428085123596325393e-03 1.456880106633192317e-03 1.566323416714410265e-03 1.908435798135358429e-05 4.704963580026952881e-06 1.835719893095770217e-01 3.182031551121209528e-02 2.841686421777030874e-02 1.554181589094358606e-01 5.099613571201674737e-03 2.032558683500117029e-03 1.556197101809875250e-03 1.923968840248660873e-03 2.050493732928180841e-03 2.653110483683256832e-05 6.045496463382414575e-06 1.835719893095770217e-01 3.182031551121209528e-02 2.841686421777030874e-02 1.554181589094358606e-01 5.099613571201674737e-03
2.000000000000000000e+02 3.863769214096711251e-03 1.899340995172017765e-02 1.096625669921330809e-03 4.671330234458039477e-04 3.130001093641227977e-05 7.729616119268434944e-05 1.047670145703470113e-01 4.024127425289680815e-02 5.427014254856756675e-02 9.414122982703601594e-02 2.198956909598034600e-04 4.525764323760090614e-03 2.286572329818911675e-02 1.428821738696268474e-03 5.872666958399261772e-04 3.185638195294147819e-05 9.919807562430947568e-05 1.047670145703470113e-01 4.024127425289680815e-02 5.427014254856756675e-02 9.414122982703601594e-02 2.198956909598034600e-04
2.500000000000000000e+02 2.973249428648435180e-03 2.095492390716380271e-02 1.462937063904939537e-04 2.686593026166614494e-05 8.621867197691717832e-05 3.650412460785779962e-05 9.823647274625742221e-02 3.702021586778568574e-02 6.334411858274423268e-02 8.068961208142419461e-02 2.440122548400248430e-05 3.351869260044880536e-03 2.902921867548427862e-02 2.000141044844082534e-04 3.528487361072448137e-05 1.082752524906090168e-04 4.579510380442908691e-05 9.823647274625742221e-02 3.702021586778568574e-02 6.334411858274423268e-02 8.068961208142419461e-02 2.440122548400248430e-05
3.000000000000000000e+02 3.249063854816489245e-03 1.979486263492271844e-02 6.710706110693802470e-05 2.787451517907811317e-05 3.370624076383418161e-04 2.988217164067520003e-05 9.234405766252481995e-02 3.462363569198510099e-02 6.807575281269571954e-02 7.257932130549366034e-02 3.490100979384142086e-05 3.652941243431383385e-03 2.755993368951472136e-02 9.056601706943199516e-05 3.471358851862371784e-05 4.584728160215656109e-04 3.817872839061493991e-05 9.234405766252481995e-02 3.462363569198510099e-02 6.807575281269571954e-02 7.257932130549366034e-02 3.490100979384142086e-05
3.500000000000000000e+02 9.218989043927740268e-03 1.611856384178720486e-02 2.947562090928341604e-04 2.297835698157969287e-04 9.389534154200553095e-04 5.188584125478081828e-05 6.912365747388429793e-02 2.510464608937883896e-02 7.734876311058425102e-02 4.466883323324331856e-02 2.963510517170987930e-05 1.065822159070668566e-02 2.151679000820081594e-02 4.039948543928615493e-04 2.721717418433041596e-04 1.299586703192777372e-03 7.077061405226281509e-05 6.912365747388429793e-02 2.510464608937883896e-02 7.734876311058425102e-02 4.466883323324331856e-02 2.963510517170987930e-05
4.000000000000000000e+02 1.760351847331474359e-02 1.244196952848396556e-02 5.301417864452257064e-04 6.252595402092002604e-04 9.878491042565019312e-04 1.673733993254076862e-04 2.393846020679527703e-02 1.109596885062039823e-02 5.513630368138902615e-02 4.424177201439671858e-02 2.420880409094901546e-04 1.458376598017681672e-02 1.734291423111034361e-02 7.248448898813556569e-04 8.272159872092057272e-04 1.379404641030099752e-03 2.465321118004567950e-04 2.393846020679527703e-02 1.109596885062039823e-02 5.513630368138902615e-02 4.424177201439671858e-02 2.420880409094901546e-04
4.500000000000000000e+02 1.440385853330447205e-02 6.235741862896044922e-03 6.543210213513501843e-04 3.933258207518559976e-04 1.098129901450816976e-03 2.241778123050893411e-04 4.379101925693872077e-02 6.804124351450425989e-03 1.418940182478884392e-02 1.621260342653269709e-03 3.989427484097399598e-05 1.653549961921898376e-02 7.927668228188715013e-03 7.502633130614339094e-04 5.315883879001111678e-04 1.431431504969408455e-03 2.993500355897724336e-04 4.379101925693872077e-02 6.804124351450425989e-03 1.418940182478884392e-02 1.621260342653269709e-03 3.989427484097399598e-05
