x,y,z
0.4401475101988744,0.4306372387121843,0.19884324821276178
0.7134447109465468,0.5595413402318018,0.15519157849242243
0.43622872037555466,0.40752186460709133,0.15246194823361994
0.03252459571134934,0.5045450624668988,0.20823728095858968
0.7510164986920952,0.48994006749096863,0.21347184105272518
0.0365539203440254,0.5671834268413478,0.172381717106302
0.9245897946810859,0.5188345513971295,0.12101445118141047
0.2889290424117541,0.6343086990239941,0.13336244182479778
0.9418684844572666,0.5797744967862606,0.1919939267566036
0.9664371863921472,0.6229636176020175,0.1633086993358163
0.4434285482198788,0.6828081676576921,0.1672339507608222
0.43252666640073234,0.6616718661715917,0.1378562964465293
0.9768628505339136,0.46456141680261187,0.14466996074906055
0.711848068105003,0.514759126905098,0.225263926848488
0.8991042198695898,0.5254150891582415,0.1629838914239532
0.9428958317876185,0.5309114151272768,0.21629658466821516
0.4671705852613899,0.49964069495269825,0.17613080112709623
0.09542884138558165,0.47359665313833027,0.10951611973922434
0.6752526212735663,0.5801703586478004,0.18934703103514114
0.1406690651109218,0.6115271743393508,0.14710608517742815
0.09959559221499745,0.5770620442103289,0.11176995599343141
0.03480554169827157,0.5166559501985986,0.1762048196028212
0.047840221900920105,0.6983538818974131,0.1550917727821296
0.033419023989654024,0.647410069820016,0.2240138258592772
0.46068892420739777,0.38892375363679804,0.2057169012679431
0.2672592031607888,0.5665579769345503,0.16750304806840433
0.07088199469413314,0.4425358166741973,0.1876221384180067
0.5560497389374445,0.40039274159660193,0.19813241877232957
0.20348088088667607,0.5732970369568082,0.12484682004078723
0.04104478262878559,0.4489644002857676,0.1390358523667823
0.8661748444123771,0.5155334540082532,0.1353688697410384
0.47213939127592186,0.47706668709143596,0.15246194231640225
0.24606284783264407,0.6649536734308921,0.13204598515673338
0.45819283469525074,0.36104620275790505,0.15246194231640225
0.6856729954227436,0.5616997637181077,0.16870754506109964
0.7542300508456727,0.5605102254516601,0.1645205632644999
0.932741590419975,0.47867149569335243,0.1543705231213959
0.9874708833240008,0.4146379697387262,0.13418739664226315
0.5607720336642075,0.5180233008557676,0.17613080112709623
0.5757927486841489,0.6497952410871022,0.1514458791201305
0.8794636726639083,0.6548000829571914,0.1472723708281455
0.15173620890213027,0.6543888363297323,0.1396636277401207
0.4270153994571022,0.644557970907278,0.10435493906130641
0.03959990103548776,0.44336481886854284,0.12976639480437735
0.4261422903223094,0.7299495164937728,0.13432284767174754
0.7070115119052007,0.5977898209890944,0.1272489737225614
0.427774696827398,0.48873496694207186,0.17613081296153152
0.4947286655587501,0.6095395217547495,0.1524619363991846
0.6887834045552673,0.6910512660650949,0.13268545886938815
0.7861837066966281,0.6264608707563653,0.13761472603550745
0.9684202235469727,0.6709224300580042,0.11244895908695061
0.5560680823121945,0.3950362394809028,0.1964042420993931
0.6928194203776747,0.67154267281326,0.11467122520976944
0.3408751601543606,0.661913762029585,0.13876768406237297
0.5192388462109605,0.7176043069426863,0.10022661286821767
0.723526407225663,0.5887061226407301,0.128659395807087
0.9460885257489399,0.6426838697295966,0.16848614052786742
0.5720708424440729,0.6531033799649952,0.16161530406829286
0.1332613713273744,0.598606752059411,0.11571223007020529
0.5218909431667472,0.6501288538188452,0.17613081296153152
0.5800652993653483,0.630140433386857,0.14117784078103401
0.06391986444187148,0.4669584816771972,0.12807446996544275
0.5340067421891058,0.6963006073689482,0.16101791952486277
0.9723538715038399,0.6923659534850785,0.13456466660591115
0.8133884107552567,0.6823569798110194,0.13413552039502666
0.4221365055649335,0.361797393540005,0.1689159790532183
0.9248676672224598,0.504193993943055,0.16615237804782235
0.5478618481708218,0.7298012901913578,0.13439489275538247
0.42188073383152447,0.561281002224219,0.17133606782172384
0.5437949799755284,0.6903581231882522,0.15934796827371336
0.924662990663556,0.5474976720927343,0.13459392133002854
0.0007473109352373953,0.4568405720259941,0.12267843787715733
0.9999994674504105,0.6748057224925741,0.11626869054456816
0.45782345238274524,0.40859175673242787,0.2057169012679431
0.9898665280663477,0.6927328801522546,0.1317101948888909
0.032346403435253954,0.6322714009832147,0.11251245497450854
0.8842486898978809,0.5876761125624306,0.11914887671437904
0.8976184656870184,0.4910986587090477,0.14196824792318397
0.11561974900593901,0.5096758227288202,0.12587839818176688
0.9156322514132602,0.4845367601835687,0.12146801005720012
0.2601799386263133,0.6975968922420053,0.1046717113915855
0.9565763798483266,0.5667222980690042,0.22840815879716359
0.8508023271336019,0.6327012276741302,0.1390362665720186
0.9501090384610748,0.46694392532175055,0.15561041099292333
0.4007304677117434,0.6428544039425947,0.10381632432368819
0.9471377076124619,0.6516607031269981,0.13163018227167506
0.19474738714837708,0.6115450443366879,0.13877896819645305
0.5089241890725196,0.45963255200729347,0.15246194231640225
0.454397501701216,0.6331737175043836,0.15246194231640225
0.4340199058636452,0.6387162569433535,0.1299172601858694
0.7329402863195269,0.7326555193024538,0.11926164704856776
0.4524883350916739,0.6437266018258677,0.17613080112709623
0.814808128788728,0.4688058962032263,0.1912989199561977
0.2838827326802946,0.6740810408455968,0.11056531817095576
0.5699921238796644,0.4786205484492888,0.17613080112709623
0.3414098281077987,0.5868927321162536,0.16990520766739617
0.8843462056449388,0.45768170451654533,0.12788873737888157
0.8842483940369978,0.5565171686294736,0.11926664118027389
0.8181374513058487,0.46788115342712105,0.20391093685163142
0.12776577317611143,0.5687737974321708,0.1513861803111458
0.40031732757463273,0.630821150106611,0.11978344327842733
0.10910533023497411,0.4879018818675398,0.17574047186406971
0.14959569091646738,0.48106459603210483,0.19142532947709567
0.08401847530114816,0.5176809306418859,0.13632942943564733
0.1588858469062515,0.554288093564292,0.13199500240936377
0.5318734077056837,0.5397659988077963,0.15246194231640225
0.08441918928117019,0.44465571907352824,0.12475407948838195
0.19498076221293806,0.6407626083271547,0.13809116264994092
0.27028788960019257,0.5666106401717359,0.16859136640953803
0.7804799230763884,0.7209545172381511,0.12809473939454144
0.678570286871894,0.7250608887785512,0.10837950506753927
0.9999950295371647,0.4416267545248945,0.11769136896203557
0.8287718748867052,0.5493441990361141,0.13390783177663818
0.8084849899958819,0.6935111717912431,0.13440797868224041
0.4312383401854296,0.4735244630828626,0.1524619363991846
0.6882879559204882,0.6782970584292605,0.11456010696275175
0.9428464230201467,0.5319757450680118,0.20740850361851515
0.030723959749541657,0.6509639507473821,0.20309688154909816
0.9898568830015597,0.48802271145218323,0.10591077440297095
0.4847861422390273,0.43344353836022415,0.2057169012679431
0.03392584314989111,0.511707558584998,0.19269008149723582
0.4854723619712062,0.42724182087378737,0.15246194231640225
0.5307391066661042,0.6524226632452415,0.17613080112709623
0.4871767810152326,0.37845329615733564,0.15246194231640225
0.2956853570407122,0.5992151012071675,0.15387640586059054
0.4322815456591137,0.5705281341243877,0.17613080112709623
0.8101392073652698,0.5378889981934609,0.14089951557250913
0.5595820811925236,0.5381019588570906,0.17613080112709623
0.1392055833356275,0.7010471035159458,0.12390036699308278
0.5117164057425255,0.45014305087171835,0.19433223365981253
0.8941436979597837,0.4912309676959539,0.15446826963994262
0.4573046899103806,0.6104137314920273,0.15246194231640225
0.7396230144296493,0.5266194204688424,0.20621953932218073
0.5046431175978878,0.38538283141611007,0.2057169012679431
0.7539295686156151,0.7148964697965303,0.10558980913225707
0.24954409491321797,0.6632448401424905,0.10912612479899572
0.08641610231141143,0.6664578893325667,0.15573918740088583
0.05686335160930353,0.6084844226735662,0.18346125746851089
0.8842470330769356,0.4420813743578108,0.11979710199195487
0.5338616520120512,0.5189872156127906,0.17613080112709623
0.3326348310048235,0.7045707474610627,0.11400382637180577
0.03166125886152409,0.6419471761307669,0.17810612814730908
0.8088806151687152,0.6467845607410417,0.11400476365908332
0.5456300275166452,0.6223668070287007,0.15246194231640225
0.5205779125677087,0.4318247059524505,0.15246194231640225
0.44836241306412095,0.4978774232618127,0.15246194231640225
0.020842061283367488,0.45374249437507647,0.20198698311515378
0.714520165256485,0.6274824192134091,0.13420300034523594
0.8870371787207602,0.5146140959002198,0.1448545720228749
0.5546890747362327,0.5617823089044826,0.17613080112709623
0.5590609163297886,0.7309310053872498,0.13436942800917717
0.13208344264197824,0.5687111340971378,0.1527504362634781
0.06873545002228222,0.631472044049352,0.1507989792993108
0.10139371040069027,0.6438096795618321,0.15050808887908218
0.46275450654859823,0.6173824387317195,0.15246194231640225
0.1683236374766846,0.6508670858942669,0.11572669352533475
0.16795780549477582,0.5500625492601937,0.15790873525639498
0.4769958293270661,0.6006551744693938,0.17613078929266088
0.9081237755785059,0.6943966834142541,0.13619886011073346
0.25800413627173613,0.637444173490531,0.13401132391353401
0.9692723620623739,0.7002710012474919,0.22708898612619263
0.08383193501437623,0.4307230975404495,0.18541808134909693
0.822841639346568,0.5995844539335847,0.14045104964596056
0.9636017148610372,0.4309516204865283,0.141874069486887
0.8645687931947518,0.5888964795328936,0.147682457680943
0.9158272237351995,0.42563547379527894,0.1403094269584554
0.9690165607428767,0.4980566557847729,0.14635365177961948
0.7537600758329254,0.6529263959847462,0.11145791388695075
0.29866731521224477,0.6350662212289915,0.1334651706406153
0.10907902228525204,0.47169497772634733,0.1626469472986668
0.33862842219446,0.5967306981999015,0.19074682579674707
0.946220716391493,0.6118672960105213,0.10964618018341933
0.99060020388417,0.4223885781201801,0.10665850183757358
0.962368566700426,0.5565489440883148,0.2041985254644051
0.08155780625392156,0.4304165856655952,0.18575548110014325
0.942536301642519,0.5947934603097742,0.18439217781985445
0.051998469688556655,0.6607630998831722,0.2176346214290903
0.540253489701945,0.6915989637318232,0.10048416745930794
0.3802876937216337,0.6321167249135486,0.10446701885619405
0.4533342368596601,0.35000005917217664,0.18831202090791796
0.5354342117777136,0.49614793888377307,0.1524619363991846
0.7075449254084947,0.5536327025361284,0.1628276236227364
0.8905618877650563,0.5076876375946292,0.17076906819098442
0.5174600418237142,0.689651311538612,0.17613080112709623
0.6850847884839062,0.545970793247417,0.21627066133764108
0.05106602861227413,0.6701869790748834,0.21581565688557677
0.11523804704626266,0.5655469611249436,0.12992463303907537
0.0890453469725903,0.6852060017705737,0.15771992275804111
0.054589648888520484,0.625251568982929,0.1115248317014822
0.12385881778811421,0.676203665165052,0.1215993267267046
0.9681892745416528,0.645638928229641,0.13297702385243015
0.9619049526966645,0.597260170836233,0.22457936393725425
0.5625589150535616,0.5618314218110714,0.15246194231640225
0.03546610082434056,0.6083383265695093,0.13930186088674523
0.5097470965326741,0.40771760616732666,0.15246194231640225
0.40028028579207314,0.6657458705313846,0.10153131379995442
0.652345769918857,0.6942505873101968,0.11962666659649165
0.5013491741251641,0.6748048940821015,0.17613080112709623
0.9636962719992646,0.5689536808490737,0.17764082773651418
0.49190562018472894,0.6207046605876465,0.15246194231640225
0.032311123208392085,0.5978911237554556,0.1641558792228174
0.5873948681241138,0.7401428706701574,0.1335442009996994
0.4498681319390815,0.49765215478544766,0.17613080112709623
0.9607307991961362,0.4420991851829712,0.14081638458158577
0.7239924472886656,0.5869109571466502,0.15529560909612544
0.8846326581519214,0.44066751436982393,0.15656336706283752
0.545570287287137,0.6649309513150727,0.1257597135885257
0.9342882327722809,0.5734495236559394,0.15469463871879263
0.4218874794596584,0.5512840996741887,0.17464328361366177
0.6681943865306589,0.7221208008391898,0.1331849785499183
0.9508317082540472,0.6771104787716435,0.22452461783945207
0.12016574614970171,0.5224701491003979,0.16445598275094467
0.03429212129001155,0.6132070132612123,0.20616593524738716
0.5884527187115095,0.7126020094761913,0.13419660975016173
0.8977048570648731,0.5266641546343616,0.13083819819101838
0.14313623126314048,0.586824033219206,0.14627088765619112
0.9128442951399705,0.536803898818735,0.16228206798880146
