# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.360151085212127242e-02 1.757846350932543156e-02 2.315082325234811824e-05 1.201287211168351624e-04 2.457455756020905064e-05 1.046601257241058197e-05 2.658556036031161529e+00 2.337169678216769603e-02 1.641646940069081684e-02 2.307088418081753786e-02 4.347758494319941408e-02 1.751754305717945215e-02 3.393618514532139842e-05 1.746518562073195947e-04 3.603509422781037196e-05 1.506026851425374943e-05 2.658556036031161529e+00 2.337169678216769603e-02 1.641646940069081684e-02 2.307088418081753786e-02
1.000000000000000000e+02 3.457190147989136336e-06 1.969447335730118277e-06 2.106766949969474437e-05 1.143405726341621167e-05 3.106358572925569002e-05 5.965680529549986434e-06 5.637631336012982608e-01 2.339975378804800947e-04 5.635609321884702538e-01 1.854314834445545046e-06 2.896691992415045198e-06 2.799200747160734330e-06 2.779640216835505142e-05 1.483266315618135574e-05 4.083454989744640770e-05 8.546759738454364055e-06 5.637631336012982608e-01 2.339975378804800947e-04 5.635609321884702538e-01 1.854314834445545046e-06
2.000000000000000000e+02 2.382576064198394869e-05 1.386567628756082743e-05 1.644596282673487287e-06 4.326957447975521135e-05 2.600434047573939599e-05 1.407378257742357454e-05 5.541023581496445916e-01 1.250404090785795430e-03 5.563981053647300001e-01 2.541513454386999223e-05 3.236063857420977467e-05 1.909475676374028274e-05 2.321405709216129541e-06 5.582634135013758584e-05 3.619018711464186633e-05 1.838678994533236909e-05 5.541023581496445916e-01 1.250404090785795430e-03 5.563981053647300001e-01 2.541513454386999223e-05
3.000000000000000000e+02 9.018543452868613879e-04 3.366111860069490535e-04 6.505315976929279564e-05 7.428554238830481637e-06 3.302912818562963042e-05 1.624955381006147953e-05 5.483753922843588313e-01 1.498147619505064282e-02 4.959208067350766025e-01 1.029721582779880089e-04 1.031048183533683381e-03 4.711922776264637538e-04 5.828030638325122571e-05 1.077281944515754191e-05 3.947226284772875523e-05 1.418717027943207294e-05 5.483753922843588313e-01 1.498147619505064282e-02 4.959208067350766025e-01 1.029721582779880089e-04
4.000000000000000000e+02 1.323878656890858018e-03 4.961139588065998501e-03 9.617616383026278718e-05 1.009047410749623974e-05 2.534271515011252553e-05 3.240613102667165069e-05 5.432796366229243334e-01 2.966734855400229853e-02 4.569465906845879832e-01 1.652732300935025073e-04 1.728923695029762524e-03 7.229140094694434804e-03 1.166007295777656211e-04 1.435650173565054051e-05 2.740741329349786500e-05 4.090670696965778059e-05 5.432796366229243334e-01 2.966734855400229853e-02 4.569465906845879832e-01 1.652732300935025073e-04
5.000000000000000000e+02 3.274569563949327085e-03 1.497819614226127052e-03 5.282141300601039466e-03 1.446496493006203159e-03 8.312058489817187831e-05 2.837712008516041218e-03 6.037915702687537411e-01 2.734583633935555591e-02 3.967802355688846427e-01 4.332972404479370175e-03 4.601251840933788528e-03 1.878644195864236349e-03 5.764389353999170226e-03 1.254383275026247843e-03 1.166123447694194219e-04 2.810591693039963396e-03 6.037915702687537411e-01 2.734583633935555591e-02 3.967802355688846427e-01 4.332972404479370175e-03
6.000000000000000000e+02 3.832105644633050211e-03 1.236897814774008068e-03 4.326617581344851865e-04 3.309759505243793751e-04 2.761924133072280835e-05 1.602619055412096737e-04 5.417817698398490478e-01 1.583351882183512208e-02 4.502183705839777894e-01 2.360693923551301758e-04 4.930230828477840874e-03 1.278897894313097078e-03 5.340721062148945375e-04 4.535146910628410884e-04 3.725338247530177312e-05 1.940378957718372525e-04 5.417817698398490478e-01 1.583351882183512208e-02 4.502183705839777894e-01 2.360693923551301758e-04
7.000000000000000000e+02 6.113776993005412726e-04 8.665974994071543947e-04 9.574935493225590274e-05 9.732081477511580797e-05 1.680942432875239228e-04 4.467045714885937367e-05 5.396247769296262931e-01 2.791117824070583116e-03 4.640800692719331821e-01 1.818378542763759444e-04 8.789832165895629726e-04 9.308248642958250312e-04 1.275080910224796736e-04 1.351119353459426947e-04 1.631376821857731150e-04 6.058030693675882524e-05 5.396247769296262931e-01 2.791117824070583116e-03 4.640800692719331821e-01 1.818378542763759444e-04
8.000000000000000000e+02 1.449836195604361350e-04 1.738077711122656998e-04 3.150237959198955927e-05 7.822427050568684888e-05 4.777202879087811631e-06 1.327237949076588476e-05 2.770830448428898141e-01 1.223324994738764476e-03 5.093289600662967431e-02 3.317747495186668160e-04 2.101199210904554121e-04 2.196501066546885795e-04 4.153280674437669393e-05 1.012022480145950378e-04 7.383936085698191546e-06 1.609457181241835365e-05 2.770830448428898141e-01 1.223324994738764476e-03 5.093289600662967431e-02 3.317747495186668160e-04
9.000000000000000000e+02 8.270320467518309010e-05 5.621239540852018934e-06 8.106180740607335760e-05 3.745462869697980239e-05 1.834577461551025699e-06 7.666096498096413491e-06 2.735543494525188857e-01 1.014407850398557718e-03 4.561651458571066436e-02 5.905140475016443599e-05 1.164849619250652140e-04 8.394244054539298214e-06 1.069552517308953603e-04 4.859373656910856280e-05 2.777065119882831790e-06 9.288854067756014646e-06 2.735543494525188857e-01 1.014407850398557718e-03 4.561651458571066436e-02 5.905140475016443599e-05
1.000000000000000000e+03 8.447956941199821323e-05 3.652924426476915215e-06 1.015958768160267998e-04 4.029990485492589277e-05 3.051568695138071220e-06 1.212036780501411753e-05 2.711849166554777812e-01 9.485989231386869527e-04 4.435156321768139037e-02 1.359860553000770468e-05 1.134531616220185160e-04 4.823907264520171168e-06 1.255804375998935776e-04 5.302784247716897941e-05 4.499997733829225181e-06 1.346225163143620358e-05 2.711849166554777812e-01 9.485989231386869527e-04 4.435156321768139037e-02 1.359860553000770468e-05
1.100000000000000000e+03 1.010434644017579360e-04 2.334687100476317191e-06 1.297501878999633392e-04 4.643759090976703644e-05 5.329250497408282006e-06 1.877632966073822959e-05 2.691815660239040842e-01 9.305386655889457889e-04 4.349226893570141278e-02 1.330808532250116358e-05 1.359468788095741731e-04 2.758618777414485381e-06 1.530435594030079432e-04 6.139232387613051574e-05 7.904606201595005529e-06 2.018998634144129837e-05 2.691815660239040842e-01 9.305386655889457889e-04 4.349226893570141278e-02 1.330808532250116358e-05
