# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.728519166806862239e-02 7.268095575890914928e-02 1.872819658867981942e-04 1.969350372148806429e-04 1.600309837109549927e-03 3.507803286738941847e-05 4.841666355904852281e+00 1.023761909034484718e+00 9.144897688124575819e-01 4.947166502635516605e-01 1.046148064955338519e+00 6.779485082769955151e-02 7.080245975118640289e-02 2.734684075977905529e-04 2.745443736359523025e-04 2.236159666302866764e-03 4.968765669128858076e-05 4.841666355904852281e+00 1.023761909034484718e+00 9.144897688124575819e-01 4.947166502635516605e-01 1.046148064955338519e+00
5.000000000000000000e+01 1.083877156673916480e-03 7.802715552036123842e-04 3.843693441791701010e-04 1.431723861507465823e-03 6.775166062810376042e-04 1.053649224462372227e-04 6.258930632564709828e-01 3.097973682691224258e-03 2.044878615839343904e-03 5.210658555900266053e-01 1.676213745866535817e-03 9.657603774295477625e-04 7.267908282113449362e-04 3.487029729938231491e-04 1.372007815746902927e-03 5.997426853700987869e-04 1.147742157630107931e-04 6.258930632564709828e-01 3.097973682691224258e-03 2.044878615839343904e-03 5.210658555900266053e-01 1.676213745866535817e-03
1.000000000000000000e+02 8.310254571634052964e-05 3.187027017656904928e-05 8.446692740745237503e-05 7.833786755254126599e-06 9.387590798970092850e-05 2.645029553453961583e-05 5.799296719585710358e-01 1.479526144359765349e-03 1.216054707118460407e-03 5.637267253067211881e-01 2.529665528798698280e-06 1.140957634336037263e-04 3.950299924855899436e-05 1.076211039380705036e-04 8.833932192619115144e-06 1.082720348221795597e-04 3.595222539792827863e-05 5.799296719585710358e-01 1.479526144359765349e-03 1.216054707118460407e-03 5.637267253067211881e-01 2.529665528798698280e-06
1.500000000000000000e+02 1.097719429859484987e-04 6.850482227511185804e-05 1.049982624623383212e-04 4.541688465572552817e-06 9.243180203484746777e-05 3.768403071441435643e-05 5.804415212508764466e-01 1.938585343284186498e-03 8.878581164134858889e-04 5.592234362074918197e-01 1.167481844514605760e-05 1.450719842861356501e-04 9.233618334010177233e-05 1.377207352023098689e-04 5.567550820549007547e-06 1.175292234986859407e-04 4.885189171259275980e-05 5.804415212508764466e-01 1.938585343284186498e-03 8.878581164134858889e-04 5.592234362074918197e-01 1.167481844514605760e-05
2.000000000000000000e+02 1.528991198807673826e-04 2.509697848732597302e-04 7.533540070857855148e-05 1.265870609844248527e-05 1.190522523530557133e-04 3.289950264935626506e-05 5.773966302973133624e-01 4.237669482947892946e-03 7.657785955712536089e-04 5.511030725912082762e-01 9.424441265161124647e-05 1.909719295656231908e-04 3.395380603719764211e-04 1.035631844763292974e-04 1.358706796158766726e-05 1.513503980641626252e-04 4.348691850891750791e-05 5.773966302973133624e-01 4.237669482947892946e-03 7.657785955712536089e-04 5.511030725912082762e-01 9.424441265161124647e-05
2.500000000000000000e+02 1.066400590628273105e-04 1.514812436889998283e-03 8.229763980347181438e-05 4.770384231906684574e-05 1.553602367064657651e-04 2.138783026654707647e-05 5.756767667786414355e-01 1.241069848852455540e-02 7.506440112620982059e-04 5.295860261136580149e-01 5.319712238628427660e-04 1.357232897737764002e-04 1.943770659761014314e-03 1.133036962868563878e-04 5.307668222048909701e-05 1.896446675345498419e-04 2.920698201321387404e-05 5.756767667786414355e-01 1.241069848852455540e-02 7.506440112620982059e-04 5.295860261136580149e-01 5.319712238628427660e-04
3.000000000000000000e+02 2.018147208186882313e-03 2.667421028052495337e-03 9.788518506965330297e-05 8.028202931507440372e-05 9.653102695280512844e-05 2.664071910329486413e-05 5.765078867923973949e-01 1.238539548997224723e-02 7.596736553875743864e-04 5.169375695426419171e-01 3.997145939687760888e-04 2.546981500120032004e-03 3.459616137449762936e-03 1.339230236636146181e-04 8.728597355857764257e-05 1.213481343712230693e-04 3.559566522904391564e-05 5.765078867923973949e-01 1.238539548997224723e-02 7.596736553875743864e-04 5.169375695426419171e-01 3.997145939687760888e-04
3.500000000000000000e+02 4.374769995415355751e-03 3.226802793256464390e-03 1.163215938509427585e-04 1.375007314431025735e-04 5.217692898655824896e-05 3.614184658880837281e-05 5.777447646694717776e-01 1.146408919018875559e-02 7.674057460637295422e-04 5.056624260294573237e-01 2.131451604135039656e-04 5.597469809314672452e-03 4.282934352107400054e-03 1.542364174105637466e-04 1.453080706257227708e-04 6.954557462333071504e-05 4.719309172410468453e-05 5.777447646694717776e-01 1.146408919018875559e-02 7.674057460637295422e-04 5.056624260294573237e-01 2.131451604135039656e-04
4.000000000000000000e+02 5.490234600831409018e-03 3.242333476858368785e-03 1.917461491043228727e-04 2.410029392599016341e-04 2.319908289204038540e-05 4.537530813843920139e-05 5.787517120653078440e-01 1.207128451912572661e-02 8.210830697553935312e-04 4.863402622265517450e-01 9.796857470918573954e-05 7.252432894811425973e-03 4.518471161102178939e-03 2.470741340980290809e-04 2.489900159771011928e-04 3.244992646194760552e-05 5.881419510925750229e-05 5.787517120653078440e-01 1.207128451912572661e-02 8.210830697553935312e-04 4.863402622265517450e-01 9.796857470918573954e-05
4.500000000000000000e+02 9.254639506302789892e-03 9.393210494802963287e-03 3.071460940169155667e-04 3.928325042398205479e-04 2.776226342734801252e-05 2.816132636291641283e-04 7.587044962750084665e-01 2.468935129695414357e-03 1.198868789704646580e-03 3.345148533564698545e-01 3.163792846828602265e-04 8.758137699568055434e-03 8.099255321100638783e-03 3.594354272028890207e-04 4.821585780955513017e-04 3.357325835161820729e-05 3.107208392442773782e-04 7.587044962750084665e-01 2.468935129695414357e-03 1.198868789704646580e-03 3.345148533564698545e-01 3.163792846828602265e-04
