nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
       779, 8.300024199E+00,-3.787872251E+00, 2.231502845E-01, 1.619231089E-03, 1.386113496E+02, 1.013252232E+05, 1.388344999E+02, 1.504341199E+01, 1.504341125E+01,-4.710257959E-03
       780, 8.500046354E+00,-3.787808559E+00, 2.096238744E-01, 1.521080268E-03, 1.386248697E+02, 1.013252096E+05, 1.388344936E+02, 1.504414563E+01, 1.504414497E+01,-4.463814066E-03
       781, 8.700066068E+00,-3.787760674E+00, 1.968286771E-01, 1.428235299E-03, 1.386376595E+02, 1.013251968E+05, 1.388344882E+02, 1.504483962E+01, 1.504483902E+01,-4.228819415E-03
       782, 8.900084960E+00,-3.787720439E+00, 1.847268321E-01, 1.340421458E-03, 1.386497565E+02, 1.013251847E+05, 1.388344834E+02, 1.504549598E+01, 1.504549545E+01,-4.005192018E-03
       783, 9.100099431E+00,-3.787692851E+00, 1.732822112E-01, 1.257376590E-03, 1.386611971E+02, 1.013251733E+05, 1.388344793E+02, 1.504611670E+01, 1.504611622E+01,-3.792754468E-03
       784, 9.300111706E+00,-3.787671691E+00, 1.624589583E-01, 1.178840514E-03, 1.386720167E+02, 1.013251625E+05, 1.388344757E+02, 1.504670371E+01, 1.504670328E+01,-3.591312090E-03
       785, 9.500125156E+00,-3.787648663E+00, 1.522222682E-01, 1.104560676E-03, 1.386822499E+02, 1.013251522E+05, 1.388344721E+02, 1.504725888E+01, 1.504725849E+01,-3.400630816E-03
       786, 9.700139219E+00,-3.787623353E+00, 1.425388442E-01, 1.034295468E-03, 1.386919297E+02, 1.013251425E+05, 1.388344686E+02, 1.504778401E+01, 1.504778366E+01,-3.220426827E-03
       787, 9.900158880E+00,-3.787586777E+00, 1.333762663E-01, 9.678096423E-04, 1.387010883E+02, 1.013251334E+05, 1.388344645E+02, 1.504828084E+01, 1.504828053E+01,-3.050410694E-03
       788, 1.010018536E+01,-3.787534581E+00, 1.247035292E-01, 9.048782167E-04, 1.387097563E+02, 1.013251247E+05, 1.388344598E+02, 1.504875105E+01, 1.504875077E+01,-2.890264876E-03
       789, 1.030021491E+01,-3.787471908E+00, 1.164912828E-01, 8.452882195E-04, 1.387179634E+02, 1.013251165E+05, 1.388344547E+02, 1.504919624E+01, 1.504919599E+01,-2.739646244E-03
       790, 1.289742749E+01,-3.787428268E+00, 4.022053214E-02, 2.918496663E-04, 1.387942135E+02, 1.013250402E+05, 1.388344340E+02, 1.505333177E+01, 1.505333170E+01,-1.503028175E-03
       791, 1.050025136E+01,-3.787389265E+00, 1.087107857E-01, 7.888310979E-04, 1.387257378E+02, 1.013251087E+05, 1.388344486E+02, 1.504961795E+01, 1.504961773E+01,-2.598233938E-03
       792, 1.070030218E+01,-3.787262009E+00, 1.013341170E-01, 7.353042503E-04, 1.387331063E+02, 1.013251013E+05, 1.388344404E+02, 1.505001763E+01, 1.505001742E+01,-2.465732477E-03
       793, 1.090036195E+01,-3.787084436E+00, 9.433535237E-02, 6.845195637E-04, 1.387400943E+02, 1.013250943E+05, 1.388344297E+02, 1.505039666E+01, 1.505039648E+01,-2.341814560E-03
       794, 1.110042686E+01,-3.786871230E+00, 8.768987391E-02, 6.362984048E-04, 1.387467274E+02, 1.013250877E+05, 1.388344172E+02, 1.505075643E+01, 1.505075626E+01,-2.226123121E-03
       795, 1.130051026E+01,-3.786584452E+00, 8.137295856E-02, 5.904613773E-04, 1.387530282E+02, 1.013250814E+05, 1.388344011E+02, 1.505109817E+01, 1.505109802E+01,-2.118395205E-03
       796, 1.150062949E+01,-3.786157101E+00, 7.536054131E-02, 5.468338598E-04, 1.387590173E+02, 1.013250754E+05, 1.388343778E+02, 1.505142300E+01, 1.505142286E+01,-2.018420983E-03
       797, 1.269980479E+01,-3.786012567E+00, 4.459293657E-02, 3.235768640E-04, 1.387897696E+02, 1.013250446E+05, 1.388343625E+02, 1.505309078E+01, 1.505309070E+01,-1.559006080E-03
       798, 1.170079777E+01,-3.785652647E+00, 6.963108500E-02, 5.052595737E-04, 1.387647194E+02, 1.013250696E+05, 1.388343505E+02, 1.505173225E+01, 1.505173213E+01,-1.925798010E-03
       799, 1.250091054E+01,-3.785229300E+00, 4.916584055E-02, 3.567589337E-04, 1.387851567E+02, 1.013250492E+05, 1.388343225E+02, 1.505284062E+01, 1.505284054E+01,-1.620576871E-03
       800, 1.190101512E+01,-3.785209614E+00, 6.416457531E-02, 4.655932902E-04, 1.387701615E+02, 1.013250642E+05, 1.388343261E+02, 1.505202740E+01, 1.505202729E+01,-1.840055017E-03
       801, 1.230128474E+01,-3.784805221E+00, 5.394512769E-02, 3.914385683E-04, 1.387803565E+02, 1.013250539E+05, 1.388343016E+02, 1.505258030E+01, 1.505258021E+01,-1.687929319E-03
       802, 1.210123554E+01,-3.784803081E+00, 5.894036110E-02, 4.276851599E-04, 1.387753629E+02, 1.013250589E+05, 1.388343033E+02, 1.505230949E+01, 1.505230939E+01,-1.761007785E-03
       803,-3.962640100E+00,-3.769532144E+00, 1.047089644E+00, 7.597929388E-03, 1.377868361E+02, 1.013260471E+05, 1.388339257E+02, 1.499860326E+01, 1.499860302E+01, 2.664816667E-03
       804, 1.362134817E+01,-3.761381404E+00, 2.528143665E-02, 1.834480664E-04, 1.388079737E+02, 1.013250253E+05, 1.388332551E+02, 1.505407796E+01, 1.505407789E+01,-1.377048518E-03
       805, 1.413658722E+01,-3.713255832E+00, 1.535877697E-02, 1.114469077E-04, 1.388153949E+02, 1.013250154E+05, 1.388307537E+02, 1.505448037E+01, 1.505448031E+01,-1.355966947E-03
       806, 1.448595520E+01,-3.706763501E+00, 8.951158980E-03, 6.495172049E-05, 1.388214633E+02, 1.013250090E+05, 1.388304145E+02, 1.505480943E+01, 1.505480937E+01,-1.334657864E-03
       807, 1.482892143E+01,-3.701619561E+00, 2.830089852E-03, 2.053579938E-05, 1.388274313E+02, 1.013250028E+05, 1.388302614E+02, 1.505513303E+01, 1.505513297E+01,-1.326952565E-03
       808,-4.822991515E+00,-3.701151186E+00, 1.018957741E+00, 7.393797670E-03, 1.378114050E+02, 1.013260190E+05, 1.388303628E+02, 1.499994041E+01, 1.499994040E+01, 5.352159063E-04
       809,-4.469596845E+00,-3.699554170E+00, 1.025025326E+00, 7.437825495E-03, 1.378052406E+02, 1.013260250E+05, 1.388302659E+02, 1.499960493E+01, 1.499960485E+01, 1.526355855E-03
       810, 1.378981721E+01,-3.695715110E+00, 2.185207927E-02, 1.585638405E-04, 1.388079717E+02, 1.013250219E+05, 1.388298238E+02, 1.505407785E+01, 1.505407778E+01,-1.420161897E-03
       811,-4.126128258E+00,-3.687055901E+00, 1.036140376E+00, 7.518478915E-03, 1.377933958E+02, 1.013260361E+05, 1.388295362E+02, 1.499896028E+01, 1.499896007E+01, 2.469004903E-03
       812,-3.807838086E+00,-3.686912580E+00, 1.051630631E+00, 7.630879864E-03, 1.377777717E+02, 1.013260516E+05, 1.388294023E+02, 1.499810990E+01, 1.499810954E+01, 3.263045389E-03
       813, 1.351626844E+01,-3.660426547E+00, 2.696816256E-02, 1.956873474E-04, 1.388009563E+02, 1.013250270E+05, 1.388279245E+02, 1.505369743E+01, 1.505369735E+01,-1.505559649E-03
       814, 1.337414804E+01,-3.642080851E+00, 2.965015175E-02, 2.151484934E-04, 1.387970976E+02, 1.013250297E+05, 1.388267477E+02, 1.505348817E+01, 1.505348809E+01,-1.554841821E-03
       815,-3.401541337E+00,-3.628510162E+00, 1.075074941E+00, 7.800997304E-03, 1.377513008E+02, 1.013260751E+05, 1.388263758E+02, 1.499666906E+01, 1.499666845E+01, 4.254609491E-03
       816, 1.319416961E+01,-3.625017022E+00, 3.321521864E-02, 2.410174595E-04, 1.387924969E+02, 1.013250332E+05, 1.388257121E+02, 1.505323868E+01, 1.505323860E+01,-1.614470617E-03
       817,-3.205784113E+00,-3.621650212E+00, 1.089384657E+00, 7.904831981E-03, 1.377363924E+02, 1.013260894E+05, 1.388257771E+02, 1.499585752E+01, 1.499585680E+01, 4.610919186E-03
       818, 4.200505982E+00,-3.618452895E+00, 7.132491083E-01, 5.175503734E-03, 1.381122938E+02, 1.013257132E+05, 1.388255429E+02, 1.501630642E+01, 1.501630125E+01,-1.244130806E-02
       819, 4.400403919E+00,-3.618407186E+00, 6.782386771E-01, 4.921459788E-03, 1.381472929E+02, 1.013256782E+05, 1.388255316E+02, 1.501820895E+01, 1.501820395E+01,-1.222970904E-02
       820, 4.000626991E+00,-3.618389391E+00, 7.490587266E-01, 5.435346769E-03, 1.380764889E+02, 1.013257491E+05, 1.388255476E+02, 1.501435984E+01, 1.501435454E+01,-1.259870803E-02
       821, 3.800728895E+00,-3.618236420E+00, 7.855069090E-01, 5.699823376E-03, 1.380400402E+02, 1.013257855E+05, 1.388255471E+02, 1.501237801E+01, 1.501237262E+01,-1.269349463E-02
       822, 4.600355765E+00,-3.618227757E+00, 6.441543949E-01, 4.674136199E-03, 1.381813575E+02, 1.013256442E+05, 1.388255119E+02, 1.502006044E+01, 1.502005565E+01,-1.197222792E-02
       823, 3.600788183E+00,-3.618083458E+00, 8.223948722E-01, 5.967491136E-03, 1.380031518E+02, 1.013258224E+05, 1.388255467E+02, 1.501037200E+01, 1.501036659E+01,-1.271674739E-02
       824, 4.800376381E+00,-3.618011484E+00, 6.111007456E-01, 4.434291124E-03, 1.382143888E+02, 1.013256111E+05, 1.388254896E+02, 1.502185556E+01, 1.502185101E+01,-1.167569196E-02
       825,-1.001634183E+00,-3.617938856E+00, 1.254148898E+00, 9.100400169E-03, 1.375715150E+02, 1.013262541E+05, 1.388256639E+02, 1.498687942E+01, 1.498687928E+01, 2.022687054E-03
       826, 1.599806971E+00,-3.617935966E+00, 1.150351739E+00, 8.347223505E-03, 1.376752778E+02, 1.013261504E+05, 1.388256295E+02, 1.499253025E+01, 1.499252792E+01,-8.326174324E-03
       827,-1.201677616E+00,-3.617897838E+00, 1.245478963E+00, 9.037489074E-03, 1.375801814E+02, 1.013262455E+05, 1.388256604E+02, 1.498735147E+01, 1.498735122E+01, 2.701474866E-03
       828, 1.399867009E+00,-3.617892733E+00, 1.172601225E+00, 8.508671017E-03, 1.376530323E+02, 1.013261726E+05, 1.388256335E+02, 1.499131895E+01, 1.499131705E+01,-7.537041169E-03
       829, 3.400770854E+00,-3.617882581E+00, 8.594881051E-01, 6.236648381E-03, 1.379660556E+02, 1.013258595E+05, 1.388255437E+02, 1.500835442E+01, 1.500834905E+01,-1.266152288E-02
       830, 1.799740454E+00,-3.617872850E+00, 1.125578119E+00, 8.167460274E-03, 1.377000404E+02, 1.013261256E+05, 1.388256186E+02, 1.499387848E+01, 1.499387572E+01,-9.085183045E-03
       831,-8.016956375E-01,-3.617869969E+00, 1.260436138E+00, 9.146021863E-03, 1.375652240E+02, 1.013262604E+05, 1.388256601E+02, 1.498653675E+01, 1.498653669E+01, 1.294515012E-03
       832, 5.000472228E+00,-3.617838595E+00, 5.791588880E-01, 4.202513473E-03, 1.382463106E+02, 1.013255792E+05, 1.388254695E+02, 1.502359017E+01, 1.502358587E+01,-1.134675765E-02
       833, 1.999692012E+00,-3.617736613E+00, 1.098361210E+00, 7.969967964E-03, 1.377272415E+02, 1.013260984E+05, 1.388256027E+02, 1.499535934E+01, 1.499535612E+01,-9.800232165E-03
       834,-1.401760418E+00,-3.617726671E+00, 1.234599631E+00, 8.958546077E-03, 1.375910498E+02, 1.013262346E+05, 1.388256494E+02, 1.498794343E+01, 1.498794306E+01, 3.316219957E-03
       835, 1.199887168E+00,-3.617724709E+00, 1.192319483E+00, 8.651751351E-03, 1.376333101E+02, 1.013261923E+05, 1.388256296E+02, 1.499024498E+01, 1.499024346E+01,-6.730411917E-03
       836, 5.200607260E+00,-3.617712923E+00, 5.483912936E-01, 3.979256552E-03, 1.382770609E+02, 1.013255484E+05, 1.388254522E+02, 1.502526094E+01, 1.502525691E+01,-1.099221180E-02
       837,-6.018715675E-01,-3.617680124E+00, 1.264255686E+00, 9.173737402E-03, 1.375613926E+02, 1.013262643E+05, 1.388256483E+02, 1.498632805E+01, 1.498632804E+01, 5.314601817E-04
       838, 3.200664286E+00,-3.617668641E+00, 8.965136921E-01, 6.505314773E-03, 1.379290268E+02, 1.013258965E+05, 1.388255405E+02, 1.500634023E+01, 1.500633498E+01,-1.252106328E-02
       839, 6.000677913E+00,-3.617664064E+00, 4.376789556E-01, 3.175901719E-03, 1.383877399E+02, 1.013254377E+05, 1.388254189E+02, 1.503127296E+01, 1.503126999E+01,-9.437044960E-03
       840, 5.800752109E+00,-3.617647074E+00, 4.634972539E-01, 3.363245380E-03, 1.383619272E+02, 1.013254635E+05, 1.388254245E+02, 1.502987105E+01, 1.502986782E+01,-9.835965198E-03
       841, 5.400706677E+00,-3.617632893E+00, 5.188484167E-01, 3.764886470E-03, 1.383065903E+02, 1.013255188E+05, 1.388254387E+02, 1.502686520E+01, 1.502686143E+01,-1.061853100E-02
       842, 6.200538825E+00,-3.617617853E+00, 4.130723212E-01, 2.997350176E-03, 1.384123377E+02, 1.013254131E+05, 1.388254100E+02, 1.503260878E+01, 1.503260605E+01,-9.038530531E-03
       843, 5.600750309E+00,-3.617609111E+00, 4.905504824E-01, 3.559549986E-03, 1.383348790E+02, 1.013254906E+05, 1.388254295E+02, 1.502840189E+01, 1.502839839E+01,-1.023145363E-02
       844,-3.005295082E+00,-3.617595085E+00, 1.105539744E+00, 8.022057103E-03, 1.377200562E+02, 1.013261055E+05, 1.388255960E+02, 1.499496820E+01, 1.499496740E+01, 4.864412417E-03
       845, 2.199719886E+00,-3.617579432E+00, 1.068845890E+00, 7.755797843E-03, 1.377567390E+02, 1.013260688E+05, 1.388255849E+02, 1.499696506E+01, 1.499696139E+01,-1.045748808E-02
       846,-1.601982459E+00,-3.617499739E+00, 1.221738017E+00, 8.865219173E-03, 1.376038961E+02, 1.013262217E+05, 1.388256341E+02, 1.498864310E+01, 1.498864260E+01, 3.853567685E-03
       847,-2.603738210E+00,-3.617475555E+00, 1.139637608E+00, 8.269479238E-03, 1.376859828E+02, 1.013261396E+05, 1.388256205E+02, 1.499311312E+01, 1.499311226E+01, 5.077865254E-03
       848, 6.400360358E+00,-3.617473359E+00, 3.896461689E-01, 2.827364491E-03, 1.384357493E+02, 1.013253896E+05, 1.388253955E+02, 1.503388006E+01, 1.503387756E+01,-8.643530596E-03
       849,-2.403692483E+00,-3.617459067E+00, 1.157127932E+00, 8.396393156E-03, 1.376684876E+02, 1.013261571E+05, 1.388256155E+02, 1.499216053E+01, 1.499215968E+01, 5.040355163E-03
       850, 9.998477252E-01,-3.617458054E+00, 1.209555907E+00, 8.776822906E-03, 1.376160631E+02, 1.013262096E+05, 1.388256190E+02, 1.498930573E+01, 1.498930455E+01,-5.916182488E-03
       851, 3.000469487E+00,-3.617445879E+00, 9.331590263E-01, 6.771221959E-03, 1.378923787E+02, 1.013259332E+05, 1.388255377E+02, 1.500434648E+01, 1.500434143E+01,-1.229055399E-02
       852, 2.399835595E+00,-3.617434550E+00, 1.037257708E+00, 7.526586545E-03, 1.377883092E+02, 1.013260373E+05, 1.388255669E+02, 1.499868341E+01, 1.499867933E+01,-1.104410828E-02
       853,-4.020086585E-01,-3.617351729E+00, 1.265601677E+00, 9.183504232E-03, 1.375600270E+02, 1.013262656E+05, 1.388256287E+02, 1.498625366E+01, 1.498625366E+01,-2.542866180E-04
       854,-2.203473491E+00,-3.617349514E+00, 1.174483857E+00, 8.522331843E-03, 1.376511287E+02, 1.013261745E+05, 1.388256125E+02, 1.499121531E+01, 1.499121450E+01, 4.899085805E-03
       855,-1.802439392E+00,-3.617338948E+00, 1.207187126E+00, 8.759634478E-03, 1.376184340E+02, 1.013262072E+05, 1.388256212E+02, 1.498943486E+01, 1.498943423E+01, 4.301949692E-03
       856, 2.800237192E+00,-3.617327121E+00, 9.690724761E-01, 7.031818421E-03, 1.378564685E+02, 1.013259691E+05, 1.388255410E+02, 1.500239263E+01, 1.500238783E+01,-1.196656358E-02
       857, 2.600013054E+00,-3.617325042E+00, 1.003890739E+00, 7.284467949E-03, 1.378216603E+02, 1.013260039E+05, 1.388255511E+02, 1.500049849E+01, 1.500049402E+01,-1.154972338E-02
       858,-2.804070822E+00,-3.617319214E+00, 1.122315044E+00, 8.143782630E-03, 1.377032909E+02, 1.013261223E+05, 1.388256059E+02, 1.499405546E+01, 1.499405462E+01, 5.016204976E-03
       859,-2.002981763E+00,-3.617271759E+00, 1.191305987E+00, 8.644397184E-03, 1.376343067E+02, 1.013261913E+05, 1.388256127E+02, 1.499029926E+01, 1.499029853E+01, 4.652356026E-03
       860, 6.600168692E+00,-3.617173911E+00, 3.673641033E-01, 2.665680568E-03, 1.384580077E+02, 1.013253674E+05, 1.388253718E+02, 1.503508862E+01, 1.503508635E+01,-8.254735315E-03
       861, 7.996809639E-01,-3.617109723E+00, 1.224398629E+00, 8.884525200E-03, 1.376012047E+02, 1.013262244E+05, 1.388256033E+02, 1.498849651E+01, 1.498849563E+01,-5.100875428E-03
       862,-2.020197370E-01,-3.616953997E+00, 1.264509391E+00, 9.175578347E-03, 1.375610955E+02, 1.013262645E+05, 1.388256049E+02, 1.498631187E+01, 1.498631183E+01,-1.053147915E-03
       863, 6.800015821E+00,-3.616811850E+00, 3.461892929E-01, 2.512031150E-03, 1.384791548E+02, 1.013253462E+05, 1.388253441E+02, 1.503623676E+01, 1.503623469E+01,-7.873432909E-03
       864, 5.993880120E-01,-3.616768443E+00, 1.236931576E+00, 8.975467217E-03, 1.375886559E+02, 1.013262369E+05, 1.388255875E+02, 1.498781304E+01, 1.498781243E+01,-4.287557916E-03
       865,-1.790719160E-03,-3.616628279E+00, 1.261037059E+00, 9.150382290E-03, 1.375645483E+02, 1.013262610E+05, 1.388255853E+02, 1.498649994E+01, 1.498649982E+01,-1.858768784E-03
       866, 3.990117356E-01,-3.616537215E+00, 1.247209365E+00, 9.050045276E-03, 1.375783675E+02, 1.013262472E+05, 1.388255769E+02, 1.498725267E+01, 1.498725226E+01,-3.476675982E-03
       867, 6.999909887E+00,-3.616481678E+00, 3.260879729E-01, 2.366171232E-03, 1.384992305E+02, 1.013253261E+05, 1.388253185E+02, 1.503732664E+01, 1.503732476E+01,-7.500715240E-03
       868, 1.985740784E-01,-3.616468320E+00, 1.255253895E+00, 9.108418289E-03, 1.375703211E+02, 1.013262553E+05, 1.388255750E+02, 1.498681439E+01, 1.498681415E+01,-2.667142007E-03
       869,-3.612457989E+00,-3.616334089E+00, 1.060327078E+00, 7.693983336E-03, 1.377653361E+02, 1.013260603E+05, 1.388256632E+02, 1.499743303E+01, 1.499743253E+01, 3.894482050E-03
       870, 1.299976209E+01,-3.616159918E+00, 3.719088280E-02, 2.698658163E-04, 1.387880043E+02, 1.013250372E+05, 1.388251952E+02, 1.505299505E+01, 1.505299496E+01,-1.674254985E-03
       871, 7.199846015E+00,-3.616152688E+00, 3.070207844E-01, 2.227815216E-03, 1.385182723E+02, 1.013253070E+05, 1.388252931E+02, 1.503836032E+01, 1.503835862E+01,-7.138110726E-03
       872, 7.399821023E+00,-3.615833915E+00, 2.889479538E-01, 2.096674495E-03, 1.385363206E+02, 1.013252889E+05, 1.388252685E+02, 1.503934000E+01, 1.503933847E+01,-6.786625813E-03
       873, 7.599836793E+00,-3.615503038E+00, 2.718271555E-01, 1.972441945E-03, 1.385534163E+02, 1.013252718E+05, 1.388252434E+02, 1.504026792E+01, 1.504026653E+01,-6.447157097E-03
       874, 7.799875440E+00,-3.615223042E+00, 2.556203128E-01, 1.854841272E-03, 1.385696013E+02, 1.013252556E+05, 1.388252216E+02, 1.504114635E+01, 1.504114510E+01,-6.120027342E-03
       875, 7.999923235E+00,-3.615002855E+00, 2.402869270E-01, 1.743578609E-03, 1.385849167E+02, 1.013252403E+05, 1.388252037E+02, 1.504197754E+01, 1.504197642E+01,-5.805637190E-03
       876, 8.199972262E+00,-3.614834620E+00, 2.257854843E-01, 1.638352721E-03, 1.385994036E+02, 1.013252258E+05, 1.388251891E+02, 1.504276372E+01, 1.504276271E+01,-5.504283580E-03
       877, 8.400010526E+00,-3.614724811E+00, 2.120758521E-01, 1.538872396E-03, 1.386131025E+02, 1.013252121E+05, 1.388251783E+02, 1.504350710E+01, 1.504350620E+01,-5.216081932E-03
       878, 8.600042753E+00,-3.614646621E+00, 1.991166555E-01, 1.444837410E-03, 1.386260530E+02, 1.013251991E+05, 1.388251697E+02, 1.504420984E+01, 1.504420903E+01,-4.941123817E-03
       879, 8.800073953E+00,-3.614581014E+00, 1.868675595E-01, 1.355955080E-03, 1.386382944E+02, 1.013251869E+05, 1.388251619E+02, 1.504487406E+01, 1.504487333E+01,-4.679364767E-03
       880, 9.000099171E+00,-3.614533403E+00, 1.752910161E-01, 1.271952951E-03, 1.386498643E+02, 1.013251753E+05, 1.388251553E+02, 1.504550183E+01, 1.504550117E+01,-4.430609680E-03
       881, 9.200118597E+00,-3.614500500E+00, 1.643501194E-01, 1.192563225E-03, 1.386607997E+02, 1.013251644E+05, 1.388251498E+02, 1.504609514E+01, 1.504609455E+01,-4.194628040E-03
       882, 9.400137842E+00,-3.614469191E+00, 1.540085167E-01, 1.117522116E-03, 1.386711360E+02, 1.013251540E+05, 1.388251445E+02, 1.504665593E+01, 1.504665540E+01,-3.971161683E-03
       883, 9.600157931E+00,-3.614435135E+00, 1.442316920E-01, 1.046579171E-03, 1.386809077E+02, 1.013251442E+05, 1.388251393E+02, 1.504718606E+01, 1.504718559E+01,-3.759891615E-03
       884, 9.800180443E+00,-3.614395124E+00, 1.349865286E-01, 9.794940848E-04, 1.386901474E+02, 1.013251350E+05, 1.388251340E+02, 1.504768732E+01, 1.504768690E+01,-3.560468129E-03
       885, 1.000021159E+01,-3.614336951E+00, 1.262408058E-01, 9.160330580E-04, 1.386988869E+02, 1.013251262E+05, 1.388251277E+02, 1.504816142E+01, 1.504816104E+01,-3.372539411E-03
       886, 1.020025085E+01,-3.614257986E+00, 1.179641226E-01, 8.559754928E-04, 1.387071562E+02, 1.013251180E+05, 1.388251203E+02, 1.504861000E+01, 1.504860966E+01,-3.195721075E-03
       887, 1.040029434E+01,-3.614163138E+00, 1.101277159E-01, 7.991126777E-04, 1.387149844E+02, 1.013251101E+05, 1.388251121E+02, 1.504903465E+01, 1.504903434E+01,-3.029609803E-03
       888, 1.060034760E+01,-3.614033760E+00, 1.027032215E-01, 7.452387956E-04, 1.387223988E+02, 1.013251027E+05, 1.388251020E+02, 1.504943683E+01, 1.504943656E+01,-2.873842952E-03
       889, 1.080041217E+01,-3.613836336E+00, 9.566347074E-02, 6.941567038E-04, 1.387294245E+02, 1.013250957E+05, 1.388250880E+02, 1.504981792E+01, 1.504981768E+01,-2.728085318E-03
       890, 1.100047773E+01,-3.613565937E+00, 8.898344576E-02, 6.456848672E-04, 1.387360863E+02, 1.013250890E+05, 1.388250698E+02, 1.505017927E+01, 1.505017904E+01,-2.591955282E-03
       891, 1.120055002E+01,-3.613228809E+00, 8.263895659E-02, 5.996477576E-04, 1.387424087E+02, 1.013250826E+05, 1.388250476E+02, 1.505052219E+01, 1.505052199E+01,-2.465052353E-03
       892, 1.280139566E+01,-3.613020122E+00, 4.138150144E-02, 3.002739333E-04, 1.387836378E+02, 1.013250414E+05, 1.388250193E+02, 1.505275825E+01, 1.505275815E+01,-1.735864404E-03
